STATE_NAME,TOTAL_WORKS,ML_ANOMALIES,ML_ANOMALY_RATE_PERCENT,FEATURE,ANOMALY_MEDIAN,NORMAL_MEDIAN,NORMAL_STD,STANDARDIZED_DIFFERENCE,ABS_STANDARDIZED_DIFFERENCE
Andhra Pradesh,3709,71,1.9142626044756001,MISSING_FIELD_COUNT,2.0,5.0,2.1803600761883826,-1.3759195248357687,1.3759195248357687
Andhra Pradesh,3709,71,1.9142626044756001,DATA_COMPLETENESS_RATIO,0.8181818181818181,0.5454545454545454,0.19821455238076208,1.3759195248357685,1.3759195248357685
Andhra Pradesh,3709,71,1.9142626044756001,MP_AVG_SANCTION_AMOUNT,875854.9565217391,561986.4732824428,405853.36260281265,0.7733543988065043,0.7733543988065043
Andhra Pradesh,3709,71,1.9142626044756001,CONSTITUENCY_AVG_SANCTION,875854.9565217391,561986.4732824428,405853.36260281265,0.7733543988065043,0.7733543988065043
Andhra Pradesh,3709,71,1.9142626044756001,ACTUAL_AMOUNT,816519.0,453431.5,487270.5565871753,0.7451455769112159,0.7451455769112159
Andhra Pradesh,3709,71,1.9142626044756001,MP_WORK_COUNT,115.0,214.0,137.72683419187663,-0.7188141699538113,0.7188141699538113
Andhra Pradesh,3709,71,1.9142626044756001,CONSTITUENCY_WORK_COUNT,115.0,214.0,137.72683419187663,-0.7188141699538113,0.7188141699538113
Andhra Pradesh,3709,71,1.9142626044756001,PAYMENTS_PER_100_DAYS,1.4235055724417427,2.9631255487269534,2.3508075511765703,-0.6549323765421108,0.6549323765421108
Andhra Pradesh,3709,71,1.9142626044756001,PAYMENTS_PER_30_DAYS,0.4270516717325228,0.888937664618086,0.7052422653529711,-0.6549323765421107,0.6549323765421107
Andhra Pradesh,3709,71,1.9142626044756001,MP_TOTAL_DISBURSED,43504398.0,54686118.0,19242827.544464216,-0.5810850808781873,0.5810850808781873
Andhra Pradesh,3709,71,1.9142626044756001,CONSTITUENCY_TOTAL_DISBURSED,43504398.0,54686118.0,19242827.544464216,-0.5810850808781873,0.5810850808781873
Andhra Pradesh,3709,71,1.9142626044756001,DISBURSED_PER_EXPENDITURE_DAY,19500.284975369457,12762.615277777779,14269.66740237488,0.47216725573227714,0.47216725573227714
Andhra Pradesh,3709,71,1.9142626044756001,RECOMMENDATION_TO_FIRST_PAYMENT_DAYS,266.5,207.5,132.2834129516012,0.44601207879015375,0.44601207879015375
Andhra Pradesh,3709,71,1.9142626044756001,SANCTION_TO_FIRST_PAYMENT_DAYS,201.5,154.0,123.16122751445909,0.38567332397221776,0.38567332397221776
Andhra Pradesh,3709,71,1.9142626044756001,MP_TOTAL_SANCTIONED,101632500.0,114354934.0,33083019.70788102,-0.3845608445763876,0.3845608445763876
Andhra Pradesh,3709,71,1.9142626044756001,CONSTITUENCY_TOTAL_SANCTIONED,101632500.0,114354934.0,33083019.70788102,-0.3845608445763876,0.3845608445763876
Andhra Pradesh,3709,71,1.9142626044756001,MP_TOTAL_RECOMMENDED,106480215.0,116854934.0,33589735.44313798,-0.3088657550626658,0.3088657550626658
Andhra Pradesh,3709,71,1.9142626044756001,ATTACH_ID,1988324.5,1884274.0,342910.9192129127,0.30343303222547796,0.30343303222547796
Andhra Pradesh,3709,71,1.9142626044756001,RECOMMENDATION_MONTH,6.0,7.0,3.457474605757257,-0.2892284438864243,0.2892284438864243
Andhra Pradesh,3709,71,1.9142626044756001,PAYMENT_AFTER_REPORTED_COMPLETION_DAYS,2.0,4.5,35.211654284335246,-0.07099922030962871,0.07099922030962871
